session_id,athlete_id,frame_num,sport,hip_angle_l,hip_angle_r,knee_angle_l,knee_angle_r,shoulder_angle_l,shoulder_angle_r,elbow_angle_l,elbow_angle_r,ankle_dorsiflexion_l,ankle_dorsiflexion_r,trunk_lean,spine_deviation,shoulder_hip_sep,head_forward_pos,com_height_norm,estimated_jump_height,limb_symmetry_idx,form_score,phase_label,quality_label,feedback_tag
SES_SPR_POO_0011,athlete_21,20,sprint,98.81,93.81,141.24,128.66,96.8,116.05,125.9,135.27,84.69,93.52,47.87,3.29,26.57,3.39,0.38,0,0.678,32.2,descent,poor,Work on symmetry.
SES_SPR_ELI_0008,athlete_20,49,sprint,42.77,45.7,86.52,87.31,104.84,70.08,89.41,81.81,71.8,71.95,7.75,3.36,35.32,2.86,0.39,0,0.878,97.8,descent,elite,Elite biomechanics detected.
SES_JAV_GOO_0013,athlete_74,2,javelin,118.26,112.57,152.67,127.95,145.47,158.41,153.03,163.35,89.26,80.06,55.95,0,22.8,-0.95,0.59,0,0.677,83.3,descent,good,"Good depth, push harder through the heels."
SES_SNA_ELI_0004,athlete_19,19,snatch,80.41,92.96,96.82,112.09,38.67,44.1,178.09,172.73,95.33,101.86,25.96,0,32.78,-1.21,0.53,0,0.869,96.2,descent,elite,Elite biomechanics detected.
SES_VER_POO_0003,athlete_30,99,vertical_jump,109.83,144.16,153.41,143.46,75.65,80.76,61.38,103.88,81.9,62.45,50.64,2.87,30.22,2.2,0.43,22.1,0.609,28.5,flight,poor,LOWER HIPS!
SES_CRI_AVE_0018,athlete_29,83,cricket_bat,153.44,143.6,159.25,149.85,109.6,116.7,170.2,149.2,91.66,104.48,45.67,0.84,14.8,0.17,0.3,0,0.683,71.6,descent,average,Activate core more.
SES_SNA_GOO_0005,athlete_33,98,snatch,91.31,102.47,109.61,99.51,32.36,58.1,150.32,180,76.08,88.62,19.23,4.16,38.49,1.2,0.59,0,0.84,82.7,setup,good,Extend hips fully.
SES_VER_POO_0003,athlete_39,44,vertical_jump,136.47,139.7,151.55,138.96,114.9,92.25,180,152.93,60.59,56.65,25.19,2.38,17.76,-2.14,0.44,13.3,0.668,27.3,flight,poor,Work on symmetry.
SES_VER_POO_0003,athlete_48,65,vertical_jump,131.28,130.83,138.19,156.72,87.5,64.95,136.72,180,71.84,69.99,55.16,1.55,21.62,-0.97,0.41,25.4,0.664,28.8,flight,poor,Critical form deviation.
SES_CRI_POO_0019,athlete_42,63,cricket_bat,165.72,156.78,178,149.32,143.95,110.46,146.56,180,102.64,71.16,30.93,0,27.35,6.78,0.46,0,0.555,34.8,setup,poor,LOWER HIPS!
SES_JAV_POO_0015,athlete_45,60,javelin,175,150.89,174.48,149.94,112.51,128.69,160.07,173.49,43.58,61.19,53.51,0.49,23.29,-1.69,0.57,0,0.516,22.2,setup,poor,Work on symmetry.
SES_VER_AVE_0002,athlete_63,73,vertical_jump,117.8,113.98,107.52,136.65,85.2,103.55,120.62,136.29,72.74,77.37,12.25,3.57,28.41,2.48,0.5,42.9,0.726,64.0,takeoff,average,Control trunk lean.
SES_SPR_AVE_0010,athlete_78,29,sprint,87.36,71.42,131.92,131.38,89.04,97.67,123.31,130.23,88.66,86.98,21.98,3.71,21.32,7.86,0.36,0,0.744,70.4,setup,average,Control trunk lean.
SES_SNA_GOO_0005,athlete_71,2,snatch,86.77,97.26,116.46,97.35,57.62,54.32,169.23,178.54,61.92,94.77,16.9,1.12,20.38,5.54,0.48,0,0.818,79.9,setup,good,Slight asymmetry detected.
SES_VER_AVE_0002,athlete_40,21,vertical_jump,125.47,123.8,122.47,136.53,88.28,98.51,127.45,172.19,65.83,58.99,43.28,0.06,22.39,-2.8,0.51,36.6,0.765,61.0,takeoff,average,Activate core more.
SES_VER_POO_0003,athlete_08,98,vertical_jump,114.46,116.28,127.87,161.33,64.26,73.28,118.28,173.13,54.53,69.21,42.2,3.98,30.81,1.84,0.32,8.6,0.633,35.9,descent,poor,LOWER HIPS!
SES_JAV_GOO_0013,athlete_01,81,javelin,109.87,113.41,142.98,162.26,167.65,158.52,147.95,145.27,72.19,77.71,43.29,4.03,19.77,-0.3,0.58,0,0.695,87.5,setup,good,Slight asymmetry detected.
SES_VER_GOO_0001,athlete_09,35,vertical_jump,103.21,107.64,101.81,102.13,54.35,55.97,146.48,121.05,100.38,85.9,16.92,2.53,26.63,9.14,0.42,47.5,0.867,84.6,takeoff,good,Extend hips fully.
SES_VER_POO_0003,athlete_60,31,vertical_jump,153.97,139.5,134.27,147.44,107.97,106.52,164.53,131.68,85.83,63.43,49.06,2.99,16.04,2.64,0.45,9.7,0.645,32.8,descent,poor,LOWER HIPS!
SES_SNA_POO_0007,athlete_48,90,snatch,134.36,129.58,120.61,141.55,49.02,60.39,133.09,164.8,69.72,81.83,57.31,0,8.94,1.17,0.56,0,0.665,33.2,setup,poor,LOWER HIPS!
SES_SPR_AVE_0010,athlete_20,97,sprint,91.24,65.85,121.52,120.47,91.39,91.89,120.84,105.34,78.32,80.74,15.59,1.85,8.0,1.29,0.51,0,0.714,64.1,setup,average,Control trunk lean.
SES_SPR_AVE_0010,athlete_06,19,sprint,98.2,71.89,106.91,117.99,94.9,79.53,84.91,79.07,81.47,84.57,32.77,1.89,31.5,2.51,0.5,0,0.691,62.4,descent,average,Control trunk lean.
SES_SPR_GOO_0009,athlete_40,33,sprint,52.24,54.97,95.48,112.9,84.52,85.06,105.47,104.96,73.99,81.99,15.69,2.35,36.12,2.39,0.48,0,0.789,80.7,setup,good,"Good depth, push harder through the heels."
SES_SPR_ELI_0008,athlete_52,26,sprint,52.39,47.27,97.46,93.37,88.48,84.88,84.59,79.54,75.16,75.56,6.82,2.46,45.31,3.35,0.52,0,0.858,93.9,setup,elite,Elite biomechanics detected.
SES_JAV_GOO_0013,athlete_53,88,javelin,104.58,88.85,153.71,148.36,156.67,159.58,131.3,146.35,85.27,84.37,32.04,2.17,26.95,-1.9,0.6,0,0.684,79.6,descent,good,Slight asymmetry detected.
SES_JAV_POO_0015,athlete_41,28,javelin,147.33,140.21,146.66,173.18,149.1,155.47,144.93,172.68,31.62,65.92,77.33,0.53,24.12,0.72,0.49,0,0.54,29.8,descent,poor,Adjust knee alignment.
SES_VER_POO_0003,athlete_60,77,vertical_jump,125.6,118.98,143.88,131.88,85.94,99.05,167.42,162.94,106.46,50.54,22.58,3.3,27.47,6.24,0.43,20.9,0.659,40.0,descent,poor,Work on symmetry.
SES_CRI_POO_0019,athlete_79,29,cricket_bat,167.39,152.41,166.08,178,123.87,166.45,167.48,180,90.28,81.9,34.1,0.62,18.95,5.01,0.34,0,0.573,36.3,setup,poor,Work on symmetry.
SES_VER_ELI_0000,athlete_04,87,vertical_jump,85.15,94.06,92.27,100.09,68.63,65.9,103.18,105.69,85.07,81.07,11.73,0.07,35.66,1.46,0.52,56.1,0.908,96.0,takeoff,elite,Elite biomechanics detected.
SES_SPR_AVE_0010,athlete_70,13,sprint,56.04,74.87,124.17,118.94,108.87,59.29,131.76,114.61,84.45,92.64,24.76,1.57,25.04,1.2,0.44,0,0.712,65.3,setup,average,Lower your hips.
SES_SNA_AVE_0006,athlete_16,64,snatch,93.13,118.24,134.76,145.71,59.5,49.4,157.22,140.85,76.36,69.16,46.33,0.76,21.75,1.94,0.53,0,0.734,63.9,setup,average,Activate core more.
SES_JAV_ELI_0012,athlete_19,30,javelin,103.47,100.12,163.42,143.53,163.19,165.75,124.21,121.02,81.73,76.57,37.73,2.61,41.6,4.05,0.53,0,0.734,92.6,setup,elite,Great form! Maintain position.
SES_SPR_GOO_0009,athlete_26,67,sprint,36.8,44.08,98.82,116.48,82.68,79.49,93.11,96.74,82.87,80.7,25.93,0.89,37.11,2.6,0.5,0,0.755,82.2,setup,good,Slight asymmetry detected.
SES_SNA_ELI_0004,athlete_53,79,snatch,85.08,102.78,90.07,91.81,31.58,44.19,180,180,86.72,88.57,24.09,1.59,27.43,2.1,0.55,0,0.893,92.9,descent,elite,Great form! Maintain position.
SES_JAV_ELI_0012,athlete_17,51,javelin,105.82,103.41,154.28,166.44,171.36,162.03,114.23,140.52,96.68,81.94,40.02,3.17,27.11,7.14,0.49,0,0.751,94.2,descent,elite,Hold this form.
SES_CRI_AVE_0018,athlete_62,16,cricket_bat,151.97,139.99,154.07,150.44,121.39,105.68,155.45,172.4,77.83,94.09,52.09,3.11,30.1,3.24,0.63,0,0.689,63.2,setup,average,Activate core more.
SES_SPR_AVE_0010,athlete_05,27,sprint,63.01,69.64,116.44,116.42,118.24,83.24,117.65,118.41,97.19,96.63,29.87,3.61,30.84,0.84,0.66,0,0.771,64.6,descent,average,Lower your hips.
SES_CRI_POO_0019,athlete_20,89,cricket_bat,175,149.61,146.18,171.11,116.58,158.77,180,180,85.63,86.31,5.87,2.25,24.37,-0.25,0.41,0,0.533,39.8,setup,poor,Critical form deviation.
SES_VER_GOO_0001,athlete_53,13,vertical_jump,86.71,98.31,112.22,110.66,87.97,76.75,146.39,125.51,88.52,74.79,20.69,3.52,21.96,2.1,0.47,50.3,0.84,83.9,takeoff,good,Extend hips fully.
SES_JAV_ELI_0012,athlete_46,67,javelin,106.74,112.03,156.97,151.14,153.51,165.3,113.16,143.52,75.89,88.48,39.21,4.36,34.41,3.98,0.5,0,0.755,98.9,setup,elite,Hold this form.
SES_SNA_POO_0007,athlete_67,3,snatch,113.64,146.86,166.94,142.25,47.88,52.94,168.71,125.97,67.97,69.11,57.71,5.4,22.34,3.98,0.53,0,0.608,54,setup,poor,Adjust knee alignment.
SES_JAV_AVE_0014,athlete_80,51,javelin,121.29,122.89,163.42,161.89,147.5,138.31,150.88,144.64,67.52,63.44,58.09,0.57,11.66,4.95,0.39,0,0.673,66.0,descent,average,Activate core more.
SES_SNA_POO_0007,athlete_76,77,snatch,148.08,113.35,125.8,157.42,104.15,90.04,163.18,107.24,54.3,92.61,36.91,0.49,30.16,3.58,0.46,0,0.589,47.4,descent,poor,LOWER HIPS!
SES_SPR_GOO_0009,athlete_45,24,sprint,44.18,55.96,134.53,117.8,91.7,100.87,92.85,103.59,83.58,75.1,20.8,1.08,23.02,-2.0,0.54,0,0.75,87.2,descent,good,"Good depth, push harder through the heels."
SES_VER_ELI_0000,athlete_62,47,vertical_jump,85.68,84.81,82.52,91.66,64.78,59.62,113.52,114.43,82.53,80.15,19.96,2.36,38.8,-5.76,0.49,40.6,0.927,93.9,flight,elite,Elite biomechanics detected.
SES_SNA_ELI_0004,athlete_68,96,snatch,83.74,82.16,126.84,102.83,42.07,41.11,174.61,180,93.59,87.34,34.19,2.02,32.6,2.16,0.6,0,0.888,95.4,descent,elite,Great form! Maintain position.
SES_SNA_ELI_0004,athlete_28,25,snatch,106.51,92.42,106.88,96.24,35.08,42.33,180,170.79,85.71,89.25,16.36,0.89,30.52,-2.09,0.53,0,0.88,95.2,setup,elite,Elite biomechanics detected.
SES_CRI_POO_0019,athlete_73,72,cricket_bat,165.39,151.92,178,151.9,152.89,112.24,180,180,71.78,91.35,70.78,1.52,22.9,3.98,0.5,0,0.552,40.8,descent,poor,Critical form deviation.
SES_VER_AVE_0002,athlete_78,17,vertical_jump,104.15,111.18,134.67,111.19,73.45,87.11,113.81,125.02,73.0,76.77,17.04,1.28,31.52,-4.46,0.42,31.9,0.729,65.5,setup,average,Activate core more.
SES_SNA_ELI_0004,athlete_02,46,snatch,86.19,99.22,95.27,95.28,49.39,42.05,174.21,175.64,94.4,82.91,30.13,3.17,22.81,0.54,0.46,0,0.911,96.9,descent,elite,Great form! Maintain position.
SES_VER_POO_0003,athlete_55,83,vertical_jump,135.39,130.18,131.74,150.4,107.47,72.66,163.25,175.4,57.91,68.83,64.07,1.98,28.37,2.03,0.38,14.2,0.651,36.3,setup,poor,Adjust knee alignment.
SES_VER_ELI_0000,athlete_80,26,vertical_jump,89.0,94.28,88.71,104.59,63.75,54.69,122.58,121.17,78.31,95.36,0,0.41,28.19,5.52,0.53,46.6,0.898,96.6,flight,elite,Great form! Maintain position.
SES_SPR_GOO_0009,athlete_49,58,sprint,51.48,44.22,104.93,109.59,91.41,76.15,107.51,86.12,71.42,93.52,5.31,0.02,33.92,2.25,0.5,0,0.795,81.5,descent,good,Extend hips fully.
SES_CRI_GOO_0017,athlete_76,79,cricket_bat,118.67,136.76,142.38,157.69,125.58,82.48,165.93,146.03,101.44,91.27,22.61,2.06,29.47,1.02,0.5,0,0.711,79.5,setup,good,"Good depth, push harder through the heels."
SES_VER_POO_0003,athlete_63,26,vertical_jump,124.85,121.43,142.88,125.53,55.13,69.78,128.0,180,61.48,68.12,37.82,0,24.29,-5.02,0.46,23.7,0.655,35.7,descent,poor,LOWER HIPS!
SES_JAV_ELI_0012,athlete_21,68,javelin,91.46,89.08,134.55,136.55,180,166.39,119.16,127.22,87.75,81.12,46.6,2.4,27.61,2.7,0.41,0,0.768,96.0,descent,elite,Great form! Maintain position.
SES_SNA_ELI_0004,athlete_30,30,snatch,85.32,78.88,108.09,108.09,37.07,37.28,179.3,172.07,88.05,104.24,16.22,2.82,28.06,3.05,0.48,0,0.927,95.4,descent,elite,Hold this form.
SES_JAV_GOO_0013,athlete_50,67,javelin,93.2,116.19,158.86,148.49,154.46,145.82,156.12,137.52,78.77,91.86,47.9,5.47,15.48,5.67,0.56,0,0.661,82.9,setup,good,Extend hips fully.
SES_SNA_AVE_0006,athlete_68,96,snatch,104.79,115.54,138.18,113.12,80.71,32.31,168.04,165.75,61.03,80.63,60.5,5.07,23.62,1.6,0.36,0,0.738,64.7,descent,average,Lower your hips.
SES_CRI_ELI_0016,athlete_43,42,cricket_bat,134.47,109.76,137.03,128.47,79.7,92.38,143.07,152.75,94.03,93.71,5.37,3.01,28.75,0.39,0.53,0,0.746,91.7,setup,elite,Elite biomechanics detected.
SES_SNA_GOO_0005,athlete_46,8,snatch,92.31,107.5,123.53,107.16,48.15,45.67,162.88,176.2,80.07,78.07,36.71,2.29,23.9,1.82,0.47,0,0.818,86.8,descent,good,"Good depth, push harder through the heels."
SES_SPR_GOO_0009,athlete_32,84,sprint,59.82,66.45,113.13,118.37,78.34,97.85,105.09,101.21,83.11,68.99,16.32,3.2,34.99,4.78,0.55,0,0.807,78.4,setup,good,Extend hips fully.
SES_SNA_POO_0007,athlete_18,28,snatch,124.12,122.67,152.87,155.68,84.94,82.25,180,145.06,112.63,95.61,61.44,0,29.17,-1.11,0.44,0,0.711,44.0,setup,poor,Adjust knee alignment.
SES_JAV_POO_0015,athlete_22,59,javelin,145.1,144.31,178,169.58,131.3,106.4,180,159.8,71.93,70.33,67.75,0.39,26.64,-1.62,0.32,0,0.584,36.0,descent,poor,Critical form deviation.
SES_VER_GOO_0001,athlete_77,15,vertical_jump,105.58,98.9,113.33,106.54,61.77,53.39,130.73,121.67,75.73,97.0,19.13,3.5,25.34,3.6,0.45,48.9,0.843,79.1,takeoff,good,Extend hips fully.
SES_JAV_AVE_0014,athlete_79,90,javelin,115.33,119.44,141.35,150.13,141.88,126.94,155.11,161.06,88.04,73.07,48.04,1.0,23.49,-3.87,0.56,0,0.652,67.3,descent,average,Activate core more.
SES_JAV_AVE_0014,athlete_77,4,javelin,101.95,117.32,162.4,149.26,162.77,155.76,180,136.69,61.91,77.55,73.94,0.6,38.6,4.69,0.51,0,0.616,58.0,setup,average,Control trunk lean.
SES_JAV_ELI_0012,athlete_24,27,javelin,109.79,102.87,162.42,155.76,162.31,171.87,124.32,118.87,84.01,83.62,38.5,3.49,36.51,-0.04,0.53,0,0.749,94.4,setup,elite,Elite biomechanics detected.
SES_VER_POO_0003,athlete_14,50,vertical_jump,131.14,140.03,142.81,155.25,99.31,56.56,154.82,119.62,30,71.27,63.37,0.22,32.64,-0.91,0.47,21.6,0.657,43.6,landing,poor,LOWER HIPS!
SES_SNA_POO_0007,athlete_47,6,snatch,143.72,159.14,162.82,138.05,75.61,100.42,147.54,151.14,91.82,71.09,6.25,3.86,17.48,0.08,0.42,0,0.645,39.8,setup,poor,LOWER HIPS!
SES_JAV_POO_0015,athlete_72,56,javelin,113.84,151.82,178,178,169.02,121.91,135.27,122.8,84.16,62.05,79.24,0.01,30.02,1.64,0.32,0,0.525,37.2,descent,poor,Adjust knee alignment.
SES_CRI_POO_0019,athlete_77,99,cricket_bat,124.9,129.15,178,158.41,110.04,107.04,159.88,132.37,66.72,79.09,43.15,1.64,27.83,3.88,0.5,0,0.577,42.1,setup,poor,Critical form deviation.
SES_VER_GOO_0001,athlete_61,67,vertical_jump,89.51,101.52,109.11,109.29,46.24,77.39,157.55,126.45,90.57,89.87,20.97,0.48,35.42,0.14,0.6,41.3,0.844,84.4,descent,good,"Good depth, push harder through the heels."
SES_SPR_AVE_0010,athlete_68,52,sprint,74.89,82.84,114.47,125.55,63.76,104.48,123.47,97.65,91.65,84.62,23.01,3.48,26.07,2.87,0.42,0,0.745,62.9,descent,average,Activate core more.
SES_JAV_GOO_0013,athlete_76,75,javelin,120.14,112.89,171.89,164.5,167.09,153.06,145.62,164.37,62.92,78.86,52.96,5.61,23.28,0.45,0.53,0,0.709,88.3,setup,good,Extend hips fully.
SES_SPR_GOO_0009,athlete_15,38,sprint,51.04,62.87,100.85,99.66,73.34,91.19,92.68,85.16,79.63,76.39,32.75,2.58,35.2,1.4,0.39,0,0.79,76.0,descent,good,"Good depth, push harder through the heels."
SES_VER_GOO_0001,athlete_02,23,vertical_jump,92.35,105.74,111.48,110.0,58.83,57.73,140.74,95.1,92.7,76.4,13.82,2.84,22.92,3.24,0.54,49.2,0.838,88.2,takeoff,good,Slight asymmetry detected.
SES_SNA_AVE_0006,athlete_73,2,snatch,114.33,119.53,111.91,127.63,63.99,88.88,168.97,161.05,71.78,66.54,27.79,2.8,22.5,2.08,0.33,0,0.77,62.6,descent,average,Lower your hips.
SES_VER_ELI_0000,athlete_13,83,vertical_jump,86.27,90.94,90.65,88.83,64.7,64.52,109.94,131.02,92.52,86.09,11.65,0,43.04,0.58,0.52,58.2,0.939,96.3,takeoff,elite,Great form! Maintain position.
SES_CRI_ELI_0016,athlete_15,74,cricket_bat,99.11,112.02,136.59,139.22,79.5,94.21,128.73,136.46,71.0,90.24,26.13,0.77,40.15,0.2,0.59,0,0.78,99.8,setup,elite,Elite biomechanics detected.
SES_VER_ELI_0000,athlete_57,58,vertical_jump,100.93,95.34,98.45,94.51,54.39,61.34,114.98,129.84,80.37,86.82,18.28,1.27,38.46,0.83,0.52,55.4,0.931,92.5,setup,elite,Hold this form.
SES_CRI_AVE_0018,athlete_54,62,cricket_bat,142.97,157.53,141.57,153.75,94.22,89.24,136.16,159.72,84.79,77.87,30.94,1.89,27.94,3.76,0.63,0,0.669,71.5,setup,average,Control trunk lean.
SES_SPR_GOO_0009,athlete_30,10,sprint,53.49,61.1,82.33,94.9,67.37,86.17,85.17,109.37,79.46,81.84,9.59,4.12,34.48,-3.49,0.4,0,0.773,83.4,setup,good,Slight asymmetry detected.
SES_SNA_ELI_0004,athlete_20,42,snatch,89.96,94.1,104.01,97.25,26.9,34.7,176.16,175.86,89.81,86.76,18.16,0,43.97,3.71,0.48,0,0.917,98.3,setup,elite,Hold this form.
SES_CRI_AVE_0018,athlete_72,91,cricket_bat,141.31,109.8,173.32,172.05,100.1,105.01,163.05,180,77.96,80.9,35.03,0.57,24.75,0.18,0.48,0,0.651,69.3,setup,average,Lower your hips.
SES_SPR_GOO_0009,athlete_75,87,sprint,49.17,66.19,101.31,112.55,78.05,91.22,99.77,88.01,77.13,83.75,29.11,0.27,29.05,-0.0,0.56,0,0.743,76.2,setup,good,Slight asymmetry detected.
SES_SNA_ELI_0004,athlete_24,52,snatch,83.1,78.65,109.48,94.61,48.27,40.59,180,179.66,95.7,89.74,13.27,4.62,37.05,2.45,0.55,0,0.893,97.2,descent,elite,Hold this form.
SES_CRI_ELI_0016,athlete_27,5,cricket_bat,114.36,101.53,136.92,157.88,103.66,100.03,171.52,155.3,92.14,98.93,13.42,3.58,40.27,-0.18,0.49,0,0.747,98.7,descent,elite,Elite biomechanics detected.
SES_SPR_POO_0011,athlete_29,19,sprint,89.74,92.44,167.34,118.1,81.34,106.5,161.19,124.41,92.18,67.08,44.42,1.98,35.94,9.26,0.43,0,0.623,25.8,setup,poor,Adjust knee alignment.
SES_CRI_POO_0019,athlete_50,62,cricket_bat,175,154.0,171.0,162.84,120.3,146.46,169.83,180,53.44,89.17,44.65,3.59,27.42,3.39,0.35,0,0.57,36.5,descent,poor,Adjust knee alignment.
SES_SPR_GOO_0009,athlete_70,18,sprint,51.77,62.6,96.45,103.54,93.26,77.97,99.7,118.74,79.46,77.38,16.58,1.6,26.7,3.39,0.51,0,0.778,80.9,descent,good,Extend hips fully.
SES_VER_GOO_0001,athlete_57,29,vertical_jump,88.41,83.19,120.73,109.24,80.99,63.93,126.9,146.92,74.58,82.11,6.72,4.0,16.63,6.03,0.52,44.7,0.834,81.5,landing,good,"Good depth, push harder through the heels."
SES_SNA_ELI_0004,athlete_39,33,snatch,99.69,85.89,108.98,93.42,47.12,35.5,180,176.77,90.49,92.5,17.79,3.0,48.42,6.34,0.52,0,0.866,98.1,setup,elite,Elite biomechanics detected.
SES_CRI_AVE_0018,athlete_09,50,cricket_bat,151.61,122.68,173.6,164.95,149.06,105.44,129.54,155.32,82.49,79.88,14.8,3.2,21.96,-1.8,0.3,0,0.648,64.0,setup,average,Activate core more.
SES_JAV_AVE_0014,athlete_71,69,javelin,142.97,125.27,145.19,155.35,150.44,157.13,159.38,162.24,93.56,86.89,57.63,2.95,31.14,5.76,0.64,0,0.623,63.1,descent,average,Activate core more.
SES_JAV_AVE_0014,athlete_11,17,javelin,121.51,128.41,172.05,159.23,105.07,125.35,129.39,131.52,80.54,75.52,50.82,2.85,17.69,-1.66,0.46,0,0.642,68.6,descent,average,Lower your hips.
SES_SNA_POO_0007,athlete_37,82,snatch,130.83,156.61,170.09,132.74,86.82,102.38,135.32,138.21,56.9,69.81,65.85,2.87,24.45,1.47,0.49,0,0.605,27.9,setup,poor,Adjust knee alignment.
SES_SNA_GOO_0005,athlete_15,76,snatch,93.39,95.03,108.45,112.38,52.12,45.9,155.97,170.98,72.6,76.86,22.03,3.82,22.4,4.88,0.54,0,0.884,87.3,setup,good,Slight asymmetry detected.
SES_CRI_GOO_0017,athlete_32,91,cricket_bat,120.91,114.5,132.56,130.99,76.9,106.3,145.35,155.05,80.26,95.46,22.03,0.96,37.78,-4.59,0.51,0,0.761,87.1,setup,good,Extend hips fully.
SES_SPR_ELI_0008,athlete_01,75,sprint,37.0,56.35,81.43,107.07,84.51,69.24,87.54,91.11,80.17,73.95,18.13,1.16,23.92,6.37,0.5,0,0.725,91.2,setup,elite,Elite biomechanics detected.
SES_VER_GOO_0001,athlete_73,51,vertical_jump,95.01,101.31,98.08,100.79,91.47,83.5,153.18,166.99,81.71,80.73,11.83,0,41.19,2.75,0.5,31.4,0.853,77.3,landing,good,"Good depth, push harder through the heels."
SES_JAV_ELI_0012,athlete_43,61,javelin,110.09,110.77,138.67,142.34,171.88,175.55,142.32,125.03,82.1,92.74,27.56,5.11,51.6,-1.5,0.5,0,0.77,99.2,setup,elite,Elite biomechanics detected.
SES_SPR_POO_0011,athlete_72,31,sprint,68.05,81.37,137.22,101.62,74.74,115.53,117.62,160.27,77.98,78.78,26.11,1.23,21.87,2.99,0.47,0,0.593,54,descent,poor,Adjust knee alignment.
SES_SPR_GOO_0009,athlete_67,88,sprint,52.38,71.77,94.78,99.23,88.92,95.34,79.5,99.09,72.73,94.69,20.72,2.76,25.67,3.22,0.52,0,0.755,76.8,setup,good,Extend hips fully.
SES_VER_ELI_0000,athlete_18,46,vertical_jump,75.22,85.18,88.8,111.97,46.07,55.1,119.84,116.2,84.51,83.7,7.4,0.91,40.41,0.6,0.54,47.6,0.863,92.7,descent,elite,Hold this form.
SES_SPR_ELI_0008,athlete_54,55,sprint,56.47,53.65,89.4,80.11,63.75,76.27,84.8,80.59,83.38,75.51,12.42,0.69,37.93,2.52,0.51,0,0.854,94.2,descent,elite,Great form! Maintain position.
SES_CRI_GOO_0017,athlete_36,5,cricket_bat,121.06,118.95,151.19,138.65,74.59,97.46,125.53,164.6,90.22,79.35,27.8,5.49,31.68,-4.12,0.45,0,0.75,85.7,descent,good,Extend hips fully.
SES_VER_AVE_0002,athlete_38,10,vertical_jump,108.35,118.59,138.63,121.44,76.18,59.75,119.97,130.8,91.24,72.1,27.87,1.02,33.57,1.24,0.47,32.3,0.737,58.4,descent,average,Activate core more.
SES_SPR_AVE_0010,athlete_60,98,sprint,56.0,69.67,110.56,121.54,88.31,111.78,112.06,108.43,90.89,78.14,34.54,0.66,13.31,1.55,0.65,0,0.714,62.0,setup,average,Activate core more.
SES_SNA_GOO_0005,athlete_61,85,snatch,88.72,97.45,81.07,92.45,44.17,49.99,164.88,167.64,92.77,64.44,32.13,1.58,5.08,3.81,0.52,0,0.836,82.0,descent,good,Extend hips fully.
SES_CRI_ELI_0016,athlete_27,6,cricket_bat,123.05,130.48,129.31,132.08,82.41,93.24,142.53,151.65,94.52,80.99,12.34,1.2,23.94,-2.0,0.5,0,0.797,95.2,setup,elite,Hold this form.
SES_SPR_POO_0011,athlete_29,83,sprint,134.89,98.59,140.56,174.37,123.63,109.55,123.7,122.58,105.13,102.97,29.27,0.23,28.04,2.34,0.45,0,0.581,30.5,descent,poor,Critical form deviation.
SES_SNA_POO_0007,athlete_22,10,snatch,126.79,113.85,131.8,135.68,97.14,67.42,152.5,121.38,60.45,69.55,42.74,3.59,13.59,-1.8,0.39,0,0.681,31.9,setup,poor,Work on symmetry.
SES_SNA_AVE_0006,athlete_42,89,snatch,132.57,105.17,131.82,114.25,87.52,63.92,136.62,157.69,91.02,62.27,37.55,3.9,37.27,0.25,0.43,0,0.718,56.9,descent,average,Lower your hips.
SES_SNA_AVE_0006,athlete_26,53,snatch,103.77,93.88,147.97,118.77,30.09,71.54,164.56,146.53,82.43,71.09,33.81,3.4,15.17,2.7,0.33,0,0.732,67.5,descent,average,Lower your hips.
SES_SNA_AVE_0006,athlete_79,82,snatch,110.18,108.26,139.27,104.1,52.74,73.26,180,158.07,87.87,102.38,45.09,3.5,18.92,1.08,0.62,0,0.739,63.7,setup,average,Lower your hips.
SES_SNA_ELI_0004,athlete_74,6,snatch,77.01,76.75,89.37,106.37,45.15,48.22,179.83,175.32,97.86,85.49,16.93,5.72,30.73,-0.47,0.5,0,0.901,97.4,setup,elite,Great form! Maintain position.
SES_SNA_ELI_0004,athlete_68,89,snatch,90.99,87.18,93.42,109.68,44.09,45.06,175.48,178.51,92.43,85.31,28.49,0.09,50.83,-3.05,0.47,0,0.893,96.4,setup,elite,Hold this form.
SES_CRI_GOO_0017,athlete_31,10,cricket_bat,143.96,136.86,156.49,145.98,115.76,97.67,159.02,161.09,109.29,86.72,32.58,0,14.24,8.89,0.57,0,0.745,78.6,setup,good,"Good depth, push harder through the heels."
SES_JAV_ELI_0012,athlete_54,96,javelin,89.05,102.91,154.27,139.7,176.32,162.8,112.58,132.11,84.87,93.39,27.6,5.17,41.15,4.61,0.57,0,0.711,97.0,descent,elite,Elite biomechanics detected.
SES_SPR_AVE_0010,athlete_07,11,sprint,95.02,71.06,120.42,111.09,85.7,74.78,115.86,117.83,106.59,85.59,14.36,1.56,31.66,2.57,0.45,0,0.701,64.2,descent,average,Lower your hips.
SES_VER_ELI_0000,athlete_26,18,vertical_jump,94.76,91.11,99.93,94.26,68.3,65.38,118.25,109.68,94.11,86.83,7.3,0.89,27.12,4.6,0.52,70.6,0.931,97.8,setup,elite,Hold this form.
SES_SNA_POO_0007,athlete_78,16,snatch,132.15,112.3,117.8,151.33,75.38,77.09,158.43,143.84,69.97,65.05,46.88,3.79,11.62,2.32,0.33,0,0.608,32.8,descent,poor,Adjust knee alignment.
